year,age,maritl,race,education,region,jobclass,health,health_ins,salario_alto
2006,49,Married,Asian,College Grad,Middle Atlantic,Information,<=Good,Yes,No
2004,43,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,43,Never Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,44,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,32,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2009,34,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,36,Married,Asian,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2006,51,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,42,Married,White,Some College,Middle Atlantic,Information,<=Good,No,No
2003,60,Married,White,Advanced Degree,Middle Atlantic,Industrial,<=Good,Yes,Si
2004,36,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2006,47,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,60,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2003,22,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,41,Never Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,56,Divorced,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,44,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,49,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,45,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,25,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2007,52,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2003,30,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,29,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,23,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,48,Divorced,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2009,44,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2003,62,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,33,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,51,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2006,36,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2005,23,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,51,Divorced,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,47,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,34,Never Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2004,34,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2009,43,Married,White,Advanced Degree,Middle Atlantic,Information,<=Good,Yes,Si
2006,43,Separated,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2009,40,Never Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2005,59,Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2008,53,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,32,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,48,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,37,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2006,20,Never Married,Black,Some College,Middle Atlantic,Information,>=Very Good,No,No
2004,32,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,40,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,48,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2005,43,Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2009,56,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,55,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,Si
2008,38,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,52,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2003,40,Married,White,Advanced Degree,Middle Atlantic,Information,<=Good,No,Si
2005,29,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,45,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,39,Married,Asian,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,50,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,50,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,57,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,30,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,56,Divorced,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2008,43,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,43,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,67,Married,Black,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2005,50,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,49,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2004,50,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2004,59,Married,Black,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,51,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,54,Married,Black,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2004,55,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,45,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,Si
2003,54,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,23,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,74,Widowed,Black,College Grad,Middle Atlantic,Information,<=Good,No,No
2005,52,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,45,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,37,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,55,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,25,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,66,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,47,Never Married,Black,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,36,Married,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,63,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,Si
2003,44,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,37,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,32,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,43,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,37,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,26,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,39,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2008,45,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,40,Never Married,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,51,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,52,Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,52,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,50,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,54,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,28,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,28,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,26,Never Married,Asian,College Grad,Middle Atlantic,Information,<=Good,No,No
2009,45,Divorced,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,34,Divorced,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2006,73,Married,Black,HS Grad,Middle Atlantic,Information,<=Good,Yes,Si
2009,31,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,29,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,40,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,38,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,42,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,50,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,51,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,40,Separated,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,25,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,47,Divorced,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,27,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2003,53,Divorced,White,College Grad,Middle Atlantic,Industrial,<=Good,No,No
2004,67,Married,Black,< HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,40,Married,Asian,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2003,44,Married,Black,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,33,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,29,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,32,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2009,27,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2003,40,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,36,Divorced,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2003,48,Never Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,56,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,24,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2006,53,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,34,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,61,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,Si
2004,38,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,55,Widowed,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2005,70,Married,White,College Grad,Middle Atlantic,Information,<=Good,No,No
2003,24,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,22,Separated,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,38,Divorced,Black,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,29,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2006,30,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,38,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,49,Separated,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2009,71,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,32,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,40,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,32,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2006,33,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2003,40,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,25,Never Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2003,36,Separated,Black,Some College,Middle Atlantic,Information,<=Good,No,No
2003,46,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,Si
2009,59,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,No,No
2003,49,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,<=Good,No,Si
2005,41,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,42,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,59,Married,Black,Some College,Middle Atlantic,Information,>=Very Good,No,No
2004,27,Never Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2006,30,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,54,Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,31,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2007,34,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,47,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,40,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,29,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,58,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,41,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,56,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2008,52,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2003,53,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2003,37,Divorced,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2009,30,Never Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2004,35,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,40,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2007,54,Married,Asian,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2007,22,Never Married,Asian,College Grad,Middle Atlantic,Information,<=Good,Yes,No
2005,37,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2009,62,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2007,47,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,No
2003,51,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,47,Divorced,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,28,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,65,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,42,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,58,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,32,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2003,34,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,49,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2008,39,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,44,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,38,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2008,48,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,47,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,40,Married,Other,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,27,Separated,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,42,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,30,Divorced,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,31,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2007,29,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2006,53,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,37,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,48,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2009,56,Divorced,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,44,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,63,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,25,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,31,Married,White,College Grad,Middle Atlantic,Information,<=Good,No,No
2003,51,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,50,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2006,34,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2004,20,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,30,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2009,40,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2006,34,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2004,57,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2007,42,Married,Black,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2003,30,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2003,37,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,50,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,26,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,59,Married,Asian,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,29,Never Married,Other,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2009,22,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2005,54,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,46,Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,51,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
